"","age","state_abbrev","State","County","latitude","longitude","region","h_income","county_bucket","nat_bucket","urate","TotalPop","Black","nonblack_perc","Poverty","ChildPoverty","Service","Construction","Drive","Transit","PrivateWork","SelfEmployed","was.shot","is.black.binary"
"1",55,"AL","Alabama","Baldwin",30.8661098,-87.880188,"South",48173,3,3,0.073079325,7455,13.6,86.4,6.5,7,15.5,10.2,89.5,0,79.4,2.4,"Yes",0
"2",17,"AL","Alabama","Elmore",32.529577,-86.362829,"South",51367,3,3,0.097686375,3845,26.6,73.4,16.2,27.1,22.5,11.2,81.2,0,71.5,6.5,"Yes",1
"3",74,"AL","Alabama","Jefferson",33.5637512,-86.7238083,"South",23977,1,1,0.145048815,3795,76.4,23.6,42.6,60.4,32.4,7,65.7,1.4,86.8,2.3,"Yes",1
"4",39,"AL","Alabama","Jefferson",33.4814291,-86.8241706,"South",35780,2,2,0.052918942,3441,21.1,78.9,22.9,23.3,31.5,8.5,82.8,2,86.2,2.7,"Yes",1
"5",54,"AL","Alabama","Jefferson",33.4149311,-86.8515567,"South",81996,5,5,0.035916061,4976,0.2,99.8,0.9,0.5,10.5,6.8,85.3,0,71.5,2.5,"Yes",0
"6",40,"AL","Alabama","Lawrence",34.5668413,-87.2866505,"South",38078,3,2,0.168279344,5677,2.2,97.8,22.2,20.3,19.5,16.3,90.5,0,77.6,8,"Yes",0
"7",37,"AL","Alabama","Madison",34.6168404,-86.5641098,"South",57935,3,4,0.063658099,6367,4.4,95.6,10.3,7.5,17.2,6.2,93,0,81,3.8,"Yes",1
"8",47,"AL","Alabama","Tallapoosa",32.864521,-85.7209778,"South",36694,3,2,0.078163166,4551,31.8,68.2,23.7,41.9,19.1,12.4,78.8,1.9,63.6,12.2,"Yes",0
"9",34,"AK","Alaska","Anchorage Municipality",61.218408,-149.858016,"West",41268,1,2,0.129310345,5501,11.5,88.5,26.5,36,33,5.4,63,4.1,81.8,5.9,"No",0
"10",34,"AK","Alaska","Anchorage Municipality",61.2075577,-149.8582001,"West",51445,1,3,0.096503497,3225,15.3,84.7,16.7,36,18.2,10.7,64.5,1,62.8,9.4,"Yes",0
"11",25,"AZ","Arizona","Apache",36.4117088,-109.25,"West",24637,2,1,0.262736536,5916,0.4,99.6,46.6,54.9,31.1,12.8,53.6,0.3,39.6,2.4,"Yes",0
"12",41,"AZ","Arizona","Apache",34.1133387,-109.2914933,"West",47821,5,3,0.059301769,5201,0.5,99.5,22.1,33.2,33.8,16,71.4,0,66.3,8.9,"Yes",0
"13",52,"AZ","Arizona","Cochise",31.3995342,-109.9178085,"West",36442,2,2,0.103244838,2955,0.4,99.6,26.5,47.4,22.7,4.5,73.2,0,55.8,7.5,"Yes",0
"14",30,"AZ","Arizona","Greenlee",33.0515518,-109.3249283,"West",60670,3,4,0.107042254,3484,1.8,98.2,8.2,6.9,11,26.1,85.3,0,87.9,1.5,"Yes",0
"15",50,"AZ","Arizona","Maricopa",33.5812721,-112.2033386,"West",34219,1,1,0.104332953,3212,6.1,93.9,16.8,24.3,28.1,14.6,84.4,5.6,83.8,0.7,"Yes",0
"16",64,"AZ","Arizona","Maricopa",33.5838023,-112.2006413,"West",55133,3,3,0.05121876,6031,7.2,92.8,8.2,17.6,18.4,11.9,75.3,5.2,79.9,5.6,"Yes",0
"17",27,"AZ","Arizona","Maricopa",33.4962463,-112.1153488,"West",17699,1,1,0.206933333,4963,9.7,90.3,49.9,64.9,34.7,18.4,52.8,17.8,89.9,3.3,"Yes",0
"18",44,"AZ","Arizona","Maricopa",33.4802603,-112.0388203,"West",27066,1,1,0.12,3395,6.3,93.7,35,50.4,30.7,16.2,69.4,4.3,79.3,14.2,"Yes",0
"19",30,"AZ","Arizona","Maricopa",33.4693799,-112.0433197,"West",20833,1,1,0.073651452,4735,1.9,98.1,45.4,62.4,44.4,12.7,66.1,11.7,80.5,12.2,"Yes",0
"20",29,"AZ","Arizona","Maricopa",33.3781938,-111.978452,"West",35524,2,2,0.149219467,4621,13,87,41.3,65,20.2,10,70.7,8.8,83.4,0.8,"Yes",0
"21",29,"AZ","Arizona","Maricopa",33.3781938,-111.978452,"West",35524,2,2,0.149219467,4621,13,87,41.3,65,20.2,10,70.7,8.8,83.4,0.8,"Yes",0
"22",43,"AZ","Arizona","Maricopa",33.50943,-111.9087198,"West",52038,3,3,0.024411135,4884,0,100,11.4,8.1,12.9,1.3,85.5,0,80.2,10.6,"Yes",1
"23",26,"AZ","Arizona","Maricopa",33.4402203,-111.9308198,"West",44097,2,2,0.059773829,2776,2.5,97.5,20.4,3,17.6,7,76.5,3.2,78.4,5,"Yes",0
"24",34,"AZ","Arizona","Maricopa",33.3896023,-111.8006046,"West",52661,3,3,0.118041583,4779,2,98,14.9,14,35.5,6,76.4,3.4,78.5,4.4,"Yes",0
"25",23,"AZ","Arizona","Maricopa",33.3269806,-111.8252487,"West",53346,3,3,0.069218871,4449,3.3,96.7,12.7,13.7,17.6,7.8,84.6,1.8,86.2,3,"Yes",0
"26",52,"AZ","Arizona","Maricopa",33.6546099,-112.1431998,"West",55233,3,3,0.107897153,3785,3.5,96.5,15.4,17.5,18.3,12.5,80.9,3.4,83.7,3.8,"Yes",0
"27",32,"AZ","Arizona","Mohave",35.2040901,-114.0249939,"West",42484,4,2,0.149595213,5866,0.7,99.3,19.3,22,19.1,8.5,76,0,76.4,4.1,"Yes",0
"28",38,"AZ","Arizona","Pima",32.230201,-110.982089,"West",27552,1,1,0.138238573,1576,3.7,96.3,32.8,34.2,19.7,7.1,46.2,8.4,66.8,12.7,"Yes",0
"29",57,"AZ","Arizona","Pima",32.3580589,-111.0924911,"West",69616,4,4,0.079104478,7951,1.3,98.7,3.4,4.9,13.9,3.9,90.7,0.5,81.6,2,"Yes",0
"30",38,"AZ","Arizona","Pinal",32.6101336,-110.6317321,"West",40984,2,2,0.188067445,4028,0,100,17.1,21.1,17.4,12,78.1,0.1,79.1,2.5,"Yes",0
"31",33,"AZ","Arizona","Pinal",33.0835686,-112.0429306,"West",83438,5,5,0.067204301,2982,7.1,92.9,10.4,21,15.1,4.6,71.2,0.7,77.8,5.1,"Yes",0
"32",36,"AZ","Arizona","Pinal",33.0784683,-110.9232864,"West",49097,3,3,0.078651685,2897,0.9,99.1,18.6,25.1,26,25.3,80,3.4,77.6,3.4,"Yes",0
"33",29,"AZ","Arizona","Yavapai",34.2929649,-111.6646957,"West",37292,2,2,0.151329243,6730,0.3,99.7,14.6,23.3,31.4,13.5,65.5,0,71.2,7.9,"Yes",0
"34",22,"AZ","Arizona","Yavapai",34.713047,-112.0006409,"West",36818,1,2,0.216194332,4670,2,98,22,17.3,27.5,22.9,84.4,0.6,70.5,12.3,"Yes",0
"35",20,"AZ","Arizona","Yavapai",34.6895294,-111.9851837,"West",36818,1,2,0.216194332,4670,2,98,22,17.3,27.5,22.9,84.4,0.6,70.5,12.3,"Yes",0
"36",32,"AR","Arkansas","Craighead",35.8342552,-90.7173691,"South",43259,3,2,0.092469018,4127,27.5,72.5,22,34.1,20.8,6.4,79.9,0.4,81.1,6.6,"Yes",0
"37",36,"AR","Arkansas","Lonoke",34.9675325,-92.0081317,"South",47051,2,3,0.07388664,4150,3.5,96.5,20.2,24.2,12.9,9.4,81.3,0.9,76.7,1.7,"Yes",0
"38",69,"AR","Arkansas","Lonoke",34.5426491,-91.9658922,"South",31458,1,1,0.137774413,2989,34.6,65.4,29.2,48.2,24.1,9.3,93.8,0,81.3,3.2,"Yes",0
"39",37,"AR","Arkansas","Union",33.1112823,-92.3590775,"South",32614,2,1,0.055732484,3026,42.1,57.9,14.3,20.8,9.6,17,86.9,0,82.3,6,"Yes",1
"40",39,"CA","California","Alameda",37.8271294,-122.2844925,"West",63052,2,4,0.069601428,2806,29.7,70.3,22.2,29.5,13.8,5.2,45,23.4,81.9,7.3,"Yes",1
"41",49,"CA","California","Alameda",37.5864713,-122.0600103,"West",88940,4,5,0.0809121,5368,2.1,97.9,8.7,15.1,15.7,7.3,76.3,8.2,84.3,4.1,"Yes",0
"42",30,"CA","California","Contra Costa",37.9996185,-121.8187332,"West",45512,1,3,0.175749894,5381,4.7,95.3,26.9,43.1,36.2,18,69.6,6.9,86.9,8.1,"Yes",1
"43",23,"CA","California","Kern",35.3956975,-119.0027449,"West",58068,4,4,0.131461131,5028,0.1,99.9,18.8,28.2,13.2,15.8,78.2,1.2,65.4,12.9,"Yes",0
"44",48,"CA","California","Kern",35.376175,-119.0144849,"West",18942,1,1,0.132231405,1398,12.4,87.6,32.5,40.5,26.5,16.2,64,0,87.4,4.4,"Yes",0
"45",37,"CA","California","Kern",35.3536224,-119.3315506,"West",55093,4,3,0.117837838,3942,1.9,98.1,23,38.7,24.6,26.2,82.9,0,83.3,5.1,"Yes",0
"46",48,"CA","California","Kern",35.4998598,-119.28055,"West",49076,3,3,0.078510317,4759,1.8,98.2,22.6,29.6,9.4,30,74.6,2.1,80.6,7.5,"Yes",0
"47",34,"CA","California","Kern",35.5890732,-119.3347549,"West",23692,1,1,0.151145038,5062,2.3,97.7,57.1,73.1,18.7,51.9,61,1.9,87.4,3.5,"Yes",0
"48",28,"CA","California","Kern",35.7697792,-119.3015518,"West",48561,3,3,0.151374509,13528,2.5,97.5,21,29.5,17.6,37.7,68.5,0,85.6,3.4,"Yes",0
"49",58,"CA","California","Kern",35.6425591,-118.4136963,"West",30119,1,1,0.108664773,4762,0,100,29.9,48.8,18.8,15.5,78.9,3.2,70.8,6.4,"No",0
"50",57,"CA","California","Kern",35.1274796,-118.4139481,"West",56698,4,4,0.113105925,5774,0.2,99.8,8.6,14.9,33.3,5.8,67.7,0,50.4,8.5,"Yes",0
"51",73,"CA","California","Kings",36.2109603,-119.5828798,"West",56065,4,3,0.041085271,2670,1,99,10.1,12.9,13.4,27.3,75.5,0,73.4,11.2,"Yes",0
"52",27,"CA","California","Los Angeles",34.31029,-118.4531897,"West",52344,3,3,0.098980204,3825,4.8,95.2,33,39.6,22.4,10.4,80.3,3.2,78.2,12.9,"Yes",0
"53",36,"CA","California","Los Angeles",34.0717621,-118.2049866,"West",23075,1,1,0.157422081,4484,0,100,48.3,68.7,28.5,13.3,49.3,12.8,78.9,12,"Yes",0
"54",40,"CA","California","Los Angeles",34.0401299,-118.2106698,"West",25792,1,1,0.218400688,4812,0,100,33.1,49.7,29.8,14.5,61.1,17,83.1,6.9,"Yes",0
"55",25,"CA","California","Los Angeles",34.0383897,-118.2327244,"West",67542,4,4,0.103303862,3124,4.1,95.9,12.5,11.1,5.6,2.1,60.7,10.7,77.5,15.3,"Yes",0
"56",44,"CA","California","Los Angeles",34.0437775,-118.243721,"West",10290,1,1,0.439590444,5514,51.3,48.7,80.7,100,50.3,5.3,7.3,51.8,70.9,16.2,"Yes",1
"57",33,"CA","California","Los Angeles",34.0280075,-118.2735977,"West",27585,1,1,0.123766135,2517,4.8,95.2,44.6,63.3,18.4,13.8,47.5,31.5,89.7,8.6,"Yes",0
"58",29,"CA","California","Los Angeles",33.9436035,-118.2912674,"West",26250,1,1,0.066431095,3768,33.2,66.8,32.1,41.5,26.6,14.2,74.6,11.3,80.8,6.1,"Yes",0
"59",30,"CA","California","Los Angeles",33.9877281,-118.4717178,"West",60714,3,4,0.12679524,2964,3.9,96.1,12.5,6.4,13.8,1,63.7,0.3,78.8,13.7,"Yes",1
"60",65,"CA","California","Los Angeles",34.0021591,-118.4123077,"West",55458,3,3,0.068592058,3887,2.4,97.6,11.6,12.4,36.5,3.4,66.3,5.5,78.5,12.6,"No",0
"61",36,"CA","California","Los Angeles",33.7930495,-118.2709256,"West",66543,4,4,0.094346979,5559,0,100,18.9,31.7,22.3,15.3,83.4,1.9,88.8,4.8,"Yes",0
"62",35,"CA","California","Los Angeles",34.1510618,-118.3435524,"West",83325,5,5,0.085368162,7224,2.9,97.1,9.6,5.6,11.4,0.3,72.5,5.2,77.8,16.9,"Yes",0
"63",24,"CA","California","Los Angeles",34.056838,-117.7509385,"West",26970,1,1,0.122121424,3896,6.1,93.9,35.9,44.4,24,4,53.6,4.3,81.1,8.5,"Yes",0
"64",33,"CA","California","Los Angeles",34.0536053,-118.0453592,"West",57500,3,4,0.015197568,2868,0,100,18.3,23.2,26.4,6.8,60,5.3,85,7.4,"Yes",0
"65",26,"CA","California","Los Angeles",33.9392976,-118.2194634,"West",48295,3,3,0.124827269,4593,0.6,99.4,16.7,23.8,29,8.3,69,5.8,82.9,9.3,"Yes",0
"66",24,"CA","California","Los Angeles",33.9523485,-118.1889472,"West",43750,2,2,0.125765426,3925,0.4,99.6,21.1,30.6,20.1,9.7,66.7,11.9,86.8,5.9,"Yes",0
"67",27,"CA","California","Los Angeles",33.9208252,-118.2461601,"West",38690,2,2,0.214183381,3251,42.3,57.7,21.1,25.5,28.4,5.8,63.6,11.2,83.9,4.9,"No",1
"68",22,"CA","California","Los Angeles",33.8749829,-118.0503535,"West",101818,5,5,0.056978002,6018,5.4,94.6,2.4,1.8,9.5,1.7,75.6,6,79.7,7.1,"Yes",1
"69",21,"CA","California","Los Angeles",33.785408,-118.1393127,"West",65912,4,4,0.086558761,4775,5.3,94.7,13.4,10.8,18.7,2.4,79,6,71.7,10.7,"Yes",0
"70",20,"CA","California","Los Angeles",33.780946,-118.1735922,"West",30398,1,1,0.171334432,4882,8,92,28.6,38.2,36.2,13.5,58,10.7,84,7.1,"Yes",0
"71",38,"CA","California","Los Angeles",33.9017922,-118.3373257,"West",83258,5,5,0.081118881,2671,3.5,96.5,2.1,1.2,21.4,12.4,81.7,1.7,84.6,4.8,"Yes",1
"72",42,"CA","California","Napa",38.306118,-122.2744522,"West",90271,4,5,0.066012002,3902,0.2,99.8,6.9,10.5,13.8,7.4,80.6,0.4,83.2,8.6,"Yes",0
"73",41,"CA","California","Orange",33.6533852,-117.6133728,"West",117413,5,5,0.057580779,9431,0.8,99.2,5.2,7.5,9.2,2,82.4,0.3,82.8,6.9,"Yes",0
"74",40,"CA","California","Orange",33.7431641,-117.867981,"West",47233,1,3,0.123624444,7626,0,100,17.9,17.5,32.2,11.1,74,9.5,86.5,7.9,"Yes",0
"75",28,"CA","California","Orange",33.7470254,-117.8777748,"West",41611,1,2,0.065989848,9969,0,100,27.2,34,30.3,14.3,66.3,9,91,6.9,"Yes",0
"76",44,"CA","California","Orange",33.8200747,-117.941376,"West",45353,1,3,0.119982921,5251,0.5,99.5,13.9,18.5,21.4,14.2,72.9,5.3,92.2,1.5,"Yes",1
"77",32,"CA","California","Orange",33.8366709,-117.9137003,"West",51901,1,3,0.123324397,9877,1.5,98.5,21,25.8,21.4,15.4,64.7,11.3,85.6,6.7,"Yes",1
"78",46,"CA","California","Orange",33.7610283,-117.953743,"West",56818,2,4,0.11815301,4528,0,100,25.9,46.1,22.3,9.5,85.3,2.1,91.5,1.7,"Yes",0
